rental_id,duration,bike_id,end_date,end_station_id,end_station_name,start_date,start_station_id,start_station_name,end_station_logical_terminal,start_station_logical_terminal,end_station_priority_id,start_longitude,start_latitude,end_longitude,end_latitude,trip_dist
50643785,660,4508,2016-01-04 16:28:00 UTC,368,"Harriet Street, Knightsbridge",2016-01-04 16:17:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.15934065,51.50024195,514.3387893
50660886,1140,279,2016-01-05 09:50:00 UTC,277,"Kensington Church Street, Kensington",2016-01-05 09:31:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.191496313,51.50315739,2628.500257
50648416,540,9836,2016-01-04 18:24:00 UTC,186,"South Wharf Road, Paddington",2016-01-04 18:15:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.175810943,51.51733558,2208.819633
50740200,1080,12915,2016-01-08 20:29:00 UTC,737,"Fulham Broadway, Walham Green",2016-01-08 20:11:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.19411695,51.47993289,3813.912165
50728910,8460,8812,2016-01-08 12:52:00 UTC,191,"Hyde Park Corner, Hyde Park",2016-01-08 10:31:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.153520935,51.50311799,0
50689772,2100,10207,2016-01-06 15:41:00 UTC,303,"Albert Gate, Hyde Park",2016-01-06 15:06:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.158456089,51.50295379,342.0790639
50669183,840,10656,2016-01-05 17:42:00 UTC,568,"Bishop's Bridge Road West, Bayswater",2016-01-05 17:28:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.18697,51.51616,2731.619124
50726017,960,5503,2016-01-08 09:07:00 UTC,27,"Bouverie Street, Temple",2016-01-08 08:51:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.107927706,51.51382102,3372.382656
50665928,3480,41,2016-01-05 16:12:00 UTC,191,"Hyde Park Corner, Hyde Park",2016-01-05 15:14:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.153520935,51.50311799,0
50691395,1200,8428,2016-01-06 17:04:00 UTC,38,"Abingdon Villas, Kensington",2016-01-06 16:44:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.197245586,51.4973875,3092.977316
50686875,3000,5462,2016-01-06 12:29:00 UTC,191,"Hyde Park Corner, Hyde Park",2016-01-06 11:39:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.153520935,51.50311799,0
50643753,1020,13578,2016-01-04 16:32:00 UTC,404,"Palace Gate, Kensington Gardens",2016-01-04 16:15:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.184400221,51.50204238,2140.704744
